"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"중동 170",1,경기도 부천시 장말로237번길 5,경기도 부천시 중동773-24호옥상,,,,건축물,032-625-5513,경기도 부천시청,2019-09-10
"중동 83",1,경기도 부천시 심중로83번길 7-4,경기도 부천시 중동780-11호옥상보안등,,,,건축물,032-625-5513,경기도 부천시청,2019-09-10
"중동 124",1,경기도 부천시 부일로356번길 24,경기도 부천시 중동858-4호옥상,,,,건축물,032-625-5513,경기도 부천시청,2019-09-10
"중동 66",1,경기도 부천시 심중로67번길 24,경기도 부천시 중동 783-13호앞전주,,,,한전주,032-625-5513,경기도 부천시청,2019-09-10
"중동 293",1,경기도 부천시 석천로112번길 52,경기도 부천시 중동 595번지 건너편전주,,,,한전주,032-625-5513,경기도 부천시청,2019-09-10
"중동 136",1,경기도 부천시 부일로356번길 8,경기도 부천시 중동798-4호앞전주,,,,한전주,032-625-5513,경기도 부천시청,2019-09-10
"춘의동 339",1,경기도 부천시 부천로185번길 50-9 (춘의동),경기도 부천시 춘의동 216-1,,,,,032-625-6363,경기도 부천시청,2019-09-10
"춘의동 39",1,경기도 부천시 부천로208번길 30 (춘의동),경기도 부천시 춘의동 161-4,,,,,032-625-6365,경기도 부천시청,2019-09-10
"춘의동 191",1,경기도 부천시 길주로377번길 51-1 (춘의동),경기도 부천시 춘의동 125-25,,,,,032-625-6367,경기도 부천시청,2019-09-10
"춘의동 174",1,"경기도 부천시 계남로295번나길 13 (춘의동, 엘림하우스)",경기도 부천시 춘의동 129-12,,,,,032-625-6534,경기도 부천시청,2019-09-10
"중동 29",1,경기도 부천시 심중로35번길 59-13,경기도 부천시 중동861-5호앞전주,,,,한전주,032-625-5513,경기도 부천시청,2019-09-10
"옥길동 478-7",1,경기도 부천시 연동로 108-13,경기도 부천시 옥길동 478-7,,,2007,,032-625-7182,경기도 부천시청,2019-09-10
"괴안동 130-45",1,경기도 부천시 부광로29번길 43-13,경기도 부천시 괴안동 130-45,,,1986,,032-625-7184,경기도 부천시청,2019-09-10
"역곡3동 107-9 앞 (역곡남부시장)",1,경기도 부천시 부광로22번길 34,경기도 부천시 역곡3동 107-9 앞 (역곡남부시장),,,2002,,032-625-7186,경기도 부천시청,2019-09-10
"역곡3동 167-7 (167-6 옆)",1,경기도 부천시 안곡로205번길 57,경기도 부천시 역곡3동 167-7 (167-6 옆),,,1986,,032-625-7188,경기도 부천시청,2019-09-10
"역곡3동 177-10",1,경기도 부천시 경인로536번길 67-8,경기도 부천시 역곡3동 177-10,,,2009,,032-625-7190,경기도 부천시청,2019-09-10
"옥길동 487-2",1,,경기도 부천시 옥길동 487-2,,,2006,,032-625-7192,경기도 부천시청,2019-09-10
"역곡3동 130-67",1,경기도 부천시 안곡로149번길 41,경기도 부천시 역곡3동 130-67,,,1986,,032-625-7194,경기도 부천시청,2019-09-10
"역곡3동 119-28",1,경기도 부천시 경인로498번길 91,경기도 부천시 역곡3동 119-28,,,1986,,032-625-7196,경기도 부천시청,2019-09-10
"역곡3동 200-2",1,경기도 부천시 경인로587번길 18-11,경기도 부천시 역곡3동 200-2,,,1986,,032-625-7198,경기도 부천시청,2019-09-10
"역곡3동 169-25",1,경기도 부천시 경인로 547,경기도 부천시 역곡3동 169-25,,,1986,,032-625-7201,경기도 부천시청,2019-09-10
"역곡3동 25-2",1,경기도 부천시 안곡로 142-2,경기도 부천시 역곡3동 25-2,,,1987,,032-625-7203,경기도 부천시청,2019-09-10
"역곡3동 114-12",1,경기도 부천시 부광로8번길 26,경기도 부천시 역곡3동 114-12,,,2009,,032-625-7205,경기도 부천시청,2019-09-10
"역곡3동 130-53",1,경기도 부천시 부광로29번길 43-3,경기도 부천시 역곡3동 130-53,,,1986,,032-625-7207,경기도 부천시청,2019-09-10
"역곡3동 105-2",1,경기도 부천시 경인로498번길 50,경기도 부천시 역곡3동 105-2,,,1986,,032-625-7209,경기도 부천시청,2019-09-10
"역곡3동 112-28",1,경기도 부천시 경인로425번길 140,경기도 부천시 역곡3동 112-28,,,1986,,032-625-7211,경기도 부천시청,2019-09-10
"역곡3동 116-2",1,경기도 부천시 부광로16번길 19,경기도 부천시 역곡3동 116-2,,,1986,,032-625-7213,경기도 부천시청,2019-09-10
"역곡3동 105-4",1,,경기도 부천시 역곡3동 105-4,,,1986,,032-625-7215,경기도 부천시청,2019-09-10
"중동 183",1,경기도 부천시 중동로150번길 6,경기도 부천시 중동772-11호건너편전주 (아파트담장),,,,한전주,032-625-5513,경기도 부천시청,2019-09-10
"중동 234",1,경기도 부천시 석천로92번길 34,경기도 부천시 중동727번지코너전주,,,,한전주,032-625-5513,경기도 부천시청,2019-09-10
"소사본2동-120",1,,경기도 부천시 소사본2동 77-6,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-244",1,,경기도 부천시 소사본2동 93-59,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-172",1,,경기도 부천시 소사본2동 101-141 앞(101-41앞),,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-111",1,,경기도 부천시 소사본2동 70-23,,,2007,,032-625-6262,경기도 부천시청,2019-09-10
"중동 290",1,경기도 부천시 석천로112번길 72,경기도 부천시 중동596번지 풍남아파트 정문건너편,,,,한전주,032-625-5513,경기도 부천시청,2019-09-10
"중동297",1,경기도 부천시 석천로112번길 16,경기도 부천시 중동587-5번지건너편전주,,,,한전주,032-625-5513,경기도 부천시청,2019-09-10
"중동 30",1,경기도 부천시 심중로35번길 59-7,경기도 부천시 중동861-3호앞전주,,,,한전주,032-625-5513,경기도 부천시청,2019-09-10
"중동 103",1,경기도 부천시 부일로330번길 23,경기도 부천시 중동819,,,,건축물,032-625-5513,경기도 부천시청,2019-09-10
"중동 200",1,경기도 부천시 중동로161번길 44,경기도 부천시 중동724-6호앞전주,,,,한전주,032-625-5513,경기도 부천시청,2019-09-10
"중동 24",1,,경기도 부천시 중동 864-8번지앞전주,,,,한전주,032-625-5513,경기도 부천시청,2019-09-10
"중동 228",1,경기도 부천시 중동로165번길 38,경기도 부천시 중동 709-15호앞 골목입구,,,,,032-625-5513,경기도 부천시청,2019-09-10
"중동 37",1,경기도 부천시 심중로35번길 59-4,경기도 부천시 중동859-11호앞철로변보안등,,,,한전주,032-625-5513,경기도 부천시청,2019-09-10
"상동 195",1,경기도 부천시 장말로 184-6,경기도 부천시 상동 231-28 앞 골목안 위치,,,,한전주,032-625-5513,경기도 부천시청,2019-09-10
"사랑꿈동산마을 28",1,,경기도 부천시 상동 꿈동산마을 보행자도로 법원검찰청뒤,,,,전용주,032-625-5513,경기도 부천시청,2019-09-10
"역곡동503",1,경기도 부천시 역곡로 49 (역곡동),경기도 부천시 역곡2동 67-7번지,,,2009,한전주,032-625-6119,경기도 부천시청,2019-09-10
"역곡동 47",1,"경기도 부천시 지봉로33번길 17 (역곡동, 진성그린)",경기도 부천시 역곡2동 27-1,,,,한전주,032-625-6121,경기도 부천시청,2019-09-10
"역곡동 19",1,"경기도 부천시 부일로 654-9 (역곡동, 삼성하이츠빌)",경기도 부천시 역곡2동 25-27,,,,한전주,032-625-6124,경기도 부천시청,2019-09-10
"역곡동 37",1,경기도 부천시 지봉로29번길 12 (역곡동),경기도 부천시 역곡2동 27-60,,,,한전주,032-625-6127,경기도 부천시청,2019-09-10
"역곡동 07",1,"경기도 부천시 부일로632번길 11-3 (역곡동, 베스트바로크빌)",경기도 부천시 역곡2동 20-7,,,,한전주,032-625-6130,경기도 부천시청,2019-09-10
"역곡동 119",1,경기도 부천시 지봉로 40 (역곡동),경기도 부천시 역곡2동 35-7,,,,,032-625-6132,경기도 부천시청,2019-09-10
"중동 410",1,경기도 부천시 도약로163번길 27,경기도 부천시 중3동1046-6번지담장안폴주,,,,전용주,032-625-5675,경기도 부천시청,2019-09-10
"중동 78",1,경기도 부천시 심중로97번길 29,경기도 부천시 중동 780번지앞전주(부천중담장),,,,한전주,032-625-5513,경기도 부천시청,2019-09-10
456,1,경기도 부천시 중동로147번길 20,경기도 부천시 중동 755-8 번지,,,2012,,032-625-5513,경기도 부천시청,2019-09-10
"중동 36",1,,경기도 부천시 중동956-71번지앞쪽 철로변전주,,,,한전주,032-625-5513,경기도 부천시청,2019-09-10
"중동 281",1,경기도 부천시 석천로110번길 50,경기도 부천시 중동628-16호앞전주,,,,한전주,032-625-5513,경기도 부천시청,2019-09-10
"상동110",1,경기도 부천시 부일로275번길 10-3,경기도 부천시 상동 319-2번지옥상,,,,건축물,032-625-5513,경기도 부천시청,2019-09-10
"상동395",1,경기도 부천시 석천로21번길 17,경기도 부천시 상동433-5번지폴주,,,,전용주,032-625-5513,경기도 부천시청,2019-09-10
"상동 보행자도로 47",1,경기도 부천시 송내대로74번길 22,경기도 부천시 상동 456번지앞 보행자도로,,,,전용주,032-625-5513,경기도 부천시청,2019-09-10
"상동보행자도로 41",1,경기도 부천시 석천로25번길 9,경기도 부천시 상동 431번지 공원옆 보행자도로,,,,전용주,032-625-5513,경기도 부천시청,2019-09-10
"괴안동 92-17",1,경기도 부천시 안곡로68번길 6,경기도 부천시 괴안동 92-17,,,2012,,032-625-6715,경기도 부천시청,2019-09-10
"괴안동 93-12",1,경기도 부천시 범안로35번길 36,경기도 부천시 괴안동 93-12,,,2009,,032-625-6717,경기도 부천시청,2019-09-10
"춘의동 283",1,경기도 부천시 부천로167번길 11 (춘의동),경기도 부천시 춘의동 212-1,,,,,032-625-6656,경기도 부천시청,2019-09-10
"춘의동 225",1,경기도 부천시 길주로377번가길 26-5 (춘의동),경기도 부천시 춘의동 139-7번지,,,,,032-625-6658,경기도 부천시청,2019-09-10
"도당동 495",1,경기도 부천시 수도로206번길 54-1 (도당동),경기도 부천시 도당동 47-6,,,,한전주,032-625-6913,경기도 부천시청,2019-09-10
"춘의동 95",1,경기도 부천시 부천로168번길 10 (춘의동),경기도 부천시 춘의동 206-2,,,,,032-625-6662,경기도 부천시청,2019-09-10
"춘의동 297",1,경기도 부천시 부천로185번길 31-3 (춘의동),경기도 부천시 춘의동 217-24,,,,,032-625-6665,경기도 부천시청,2019-09-10
"역곡3동 102-20",1,경기도 부천시 경인로484번길 111,경기도 부천시 역곡3동 102-20,,,2007,,032-625-7240,경기도 부천시청,2019-09-10
"역곡3동 200-5",1,경기도 부천시 경인로587번길 18-17,경기도 부천시 역곡3동 200-5,,,1986,,032-625-7242,경기도 부천시청,2019-09-10
"괴안동 129-1 (130-100 앞)",1,경기도 부천시 경인로 532,경기도 부천시 괴안동 129-1 (130-100 앞),,,1986,,032-625-7244,경기도 부천시청,2019-09-10
"역곡3동 169-6 앞",1,경기도 부천시 경인로535번길 42,경기도 부천시 역곡3동 169-6 앞,,,1986,,032-625-7247,경기도 부천시청,2019-09-10
"중동 288",1,경기도 부천시 부흥로201번길 19-1,경기도 부천시 중동595-7호옥상 연립7동옥상,,,,건축물,032-625-5513,경기도 부천시청,2019-09-10
"중동 61",1,경기도 부천시 심중로35번길 59-4,경기도 부천시 중동859-11호옆골목입구전주,,,,한전주,032-625-5513,경기도 부천시청,2019-09-10
"중동 278",1,경기도 부천시 부흥로187번길 14,경기도 부천시 중동675번지코너전주,,,,한전주,032-625-5513,경기도 부천시청,2019-09-10
"중동 156",1,경기도 부천시 중동로147번길 39,경기도 부천시 중동768-12호앞,,,,,032-625-5513,경기도 부천시청,2019-09-10
"중동 33",1,경기도 부천시 심중로27번길 67-8,경기도 부천시 중동868-4호옥상,,,1986,건축물,032-625-5513,경기도 부천시청,2019-09-10
"중동 139",1,경기도 부천시 장말로175번길 17,경기도 부천시 중동763-2호앞전주,,,,한전주,032-625-5513,경기도 부천시청,2019-09-10
"중동 95",1,경기도 부천시 부일로330번길 39,경기도 부천시 중동909-1호앞(삼성시티빌라입구및공원모서리전주),,,,한전주,032-625-5513,경기도 부천시청,2019-09-10
"소사본3동-251",1,경기도 부천시 소사로148번가길 2,경기도 부천시 소사본3동 218-32 앞,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사동 30",1,,경기도 부천시 소사동 74-14 앞 골목입구 위치,,,1986,한전주,032-625-5074,경기도 부천시청,2019-09-10
"괴안동 241-4 (2)",1,,경기도 부천시 괴안동 241-4 (2),,,2008,,032-625-6831,경기도 부천시청,2019-09-10
"괴안동 28-10",1,경기도 부천시 범안로22번길 51,경기도 부천시 괴안동 28-10,,,1986,,032-625-6833,경기도 부천시청,2019-09-10
"괴안동 71-5",1,경기도 부천시 범안로36번길 6,경기도 부천시 괴안동 71-5,,,2007,,032-625-6835,경기도 부천시청,2019-09-10
"괴안동 241-5 (1)",1,,경기도 부천시 괴안동 241-5 (1),,,2008,,032-625-6838,경기도 부천시청,2019-09-10
"상동 68",1,경기도 부천시 석천로30번길 29,경기도 부천시 상동 247-25 앞 위치,,,,한전주,032-625-5513,경기도 부천시청,2019-09-10
"도당동 257",1,경기도 부천시 옥산로146번길 9-3 (도당동),경기도 부천시 도당동 277-32,,,,,032-625-6730,경기도 부천시청,2019-09-10
"도당동 561",1,"경기도 부천시 삼작로268번길 41-22 (도당동, 혜성빌라)",경기도 부천시 도당동 103-14,,,,한전주,032-625-6732,경기도 부천시청,2019-09-10
"도당동 253",1,"경기도 부천시 옥산로150번길 4 (도당동, 한신빌라)",경기도 부천시 도당동 277-6,,,,,032-625-6734,경기도 부천시청,2019-09-10
"도당동733",1,경기도 부천시 부천로354번길 63 (도당동),경기도 부천시 도당동 50-23번지,,,2009,한전주,032-625-6737,경기도 부천시청,2019-09-10
"도당동 596",1,"경기도 부천시 삼작로280번길 21-6 (도당동, 한남 빌리지)",경기도 부천시 도당동 119,,,,한전주,032-625-6739,경기도 부천시청,2019-09-10
"도당동 138",1,경기도 부천시 부천로321번길 18 (도당동),경기도 부천시 도당동 96-8,,,,한전주,032-625-6741,경기도 부천시청,2019-09-10
"도당동 364",1,경기도 부천시 부천로275번길 29-6 (도당동),경기도 부천시 도당동 260-48,,,,,032-625-6748,경기도 부천시청,2019-09-10
"도당동 720",1,"경기도 부천시 성곡로91번길 38 (도당동, 선경아트빌5동)",경기도 부천시 도당동 115-5,,,,한전주,032-625-6750,경기도 부천시청,2019-09-10
"역곡3동 105-2",1,경기도 부천시 경인로498번길 50,경기도 부천시 역곡3동 105-2,,,2009,,032-625-7255,경기도 부천시청,2019-09-10
"괴안동 188-36",1,경기도 부천시 경인로557번길 12,경기도 부천시 괴안동 188-36,,,1986,,032-625-7257,경기도 부천시청,2019-09-10
"역곡3동 163-3",1,경기도 부천시 부광로35번길 62,경기도 부천시 역곡3동 163-3,,,1986,,032-625-7259,경기도 부천시청,2019-09-10
"역곡3동 179-9",1,경기도 부천시 안곡로159번길 8,경기도 부천시 역곡3동 179-9,,,2009,,032-625-7261,경기도 부천시청,2019-09-10
"역곡3동 183-9",1,경기도 부천시 경인로562번길 49,경기도 부천시 역곡3동 183-9,,,1986,,032-625-7264,경기도 부천시청,2019-09-10
"역곡3동 179",1,경기도 부천시 부광로41번길 92,경기도 부천시 역곡3동 179,,,,,032-625-7266,경기도 부천시청,2019-09-10
"쌈지공원 고강동 상록체육공원",4,,경기도 부천시 고강동 302-1,,,,전용주,032-625-3573,경기도 부천시청,2019-09-10
"심곡본1동-361",1,경기도 부천시 심곡로67번길 29,경기도 부천시 심곡본1동 619-21,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본1동-013",1,경기도 부천시 자유로 28,경기도 부천시 심곡본1동 541,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본1동-255",1,경기도 부천시 성주로188번길 49,경기도 부천시 심곡본1동 629-29,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-389",1,경기도 부천시 성무로 11,경기도 부천시 소사구 심곡본동 744-64,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동 617-72번지",1,경기도 부천시 성주로214번길 38-3,경기도 부천시 심곡본동 617-72,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동 747-23번지",1,경기도 부천시 성무로9번길 39,경기도 부천시 심곡본동 747-23,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동 745-18번지",1,경기도 부천시 성무로9번길 32,경기도 부천시 심곡본동 745-18,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-189",1,경기도 부천시 성주로243번길 9,경기도 부천시 심곡본동 688,,,,,032-625-6075,경기도 부천시청,2019-09-10
"소사본2동-057",1,,경기도 부천시 소사본2동 56-5,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-198",1,,경기도 부천시 소사본2동 96-69 (건물옥상),,,1987,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-040",1,,경기도 부천시 소사본2동 61-24,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-107",1,,경기도 부천시 소사본2동 68-41,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-187",1,,경기도 부천시 소사본2동 112-1,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-082",1,,경기도 부천시 소사본2동 133-10,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-026",1,,경기도 부천시 소사본2동 66-45,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-018",1,,경기도 부천시 소사본2동 52,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-190",1,,경기도 부천시 소사본2동 100-1,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-194",1,,경기도 부천시 소사본2동 96-10,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-050",1,,경기도 부천시 소사본2동 56,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본1동-140",1,,경기도 부천시 소사본1동 205 앞,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-195",1,,경기도 부천시 소사본2동 96-18,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-184",1,,경기도 부천시 소사본2동 111-2,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-136",1,,경기도 부천시 소사본2동 147-6 (건물벽면),,,2004,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-038",1,,경기도 부천시 소사본2동 61,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-192",1,,경기도 부천시 소사본2동 96-35,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-122",1,,경기도 부천시 소사본2동 78-22,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-215",1,,경기도 부천시 소사본2동 91-196,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-211",1,,경기도 부천시 소사본2동 116-29 (건물벽면),,,1987,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-191",1,,경기도 부천시 소사본2동 99-10,,,,,032-625-6262,경기도 부천시청,2019-09-10
"심곡본동-006",1,경기도 부천시 경인로294번길 13-4,경기도 부천시 심곡본동 523-30,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-032",1,,경기도 부천시 심곡본동 524-115,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-332",1,,경기도 부천시 심곡본동 316-10 (776-2 옆),,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-124",1,경기도 부천시 하우로 287,경기도 부천시 심곡본동 726-6,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-191",1,경기도 부천시 성주로243번길 20,경기도 부천시 심곡본동 686-14,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-160",1,경기도 부천시 성주로232번길 9-8,경기도 부천시 심곡본동 726-13,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-261",1,경기도 부천시 성주로214번길 76,경기도 부천시 심곡본동 567-4,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-185",1,경기도 부천시 성주로237번길 16,경기도 부천시 심곡본동 692-5,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-302",1,경기도 부천시 경인로224번길 21-10,경기도 부천시 심곡본동 679-2 (건물옥상),,,,,032-625-6075,경기도 부천시청,2019-09-10
"원미동 699",1,경기도 부천시 조종로 40,경기도 부천시 원미2동 117-16 (명성빌라 나동 옥상 위치),,,1977,건축물,032-625-5074,경기도 부천시청,2019-09-10
"심곡본동-168",1,경기도 부천시 성주로243번길 5,경기도 부천시 심곡본동 688-21,,,,,032-625-6075,경기도 부천시청,2019-09-10
"심곡본동-274",1,,경기도 부천시 심곡본동 731 (728번지 앞),,,,,032-625-6075,경기도 부천시청,2019-09-10
"신흥579",1,경기도 부천시 석천로453번길 64-21,경기도 부천시 삼정동 32-11,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"신흥851",1,경기도 부천시 부천로431번길 30,경기도 부천시 내동 244,,,2010,한전주,032-625-7236,경기도 부천시청,2019-09-10
"신흥263",1,경기도 부천시 신흥로393번길 24,경기도 부천시 내동 24-2,,,,건축물,032-625-7236,경기도 부천시청,2019-09-10
"신흥367",1,경기도 부천시 삼작로107번길 29,경기도 부천시 삼정동 213-2,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"신흥474",1,경기도 부천시 오정로96번길 7-22,경기도 부천시 삼정동 85-106,,,2008,,032-625-7236,경기도 부천시청,2019-09-10
"신흥712",1,경기도 부천시 수도로 187,경기도 부천시 내동316-4,,,,전용주,032-625-7236,경기도 부천시청,2019-09-10
"신흥556",1,,경기도 부천시 삼정동 17-16,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정279",1,경기도 부천시 오정로252번길 122,경기도 부천시 오정동 118-4,,,2011,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정164",1,경기도 부천시 오정로232번길 50,경기도 부천시 오정동 572,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"신흥744",1,경기도 부천시 부천로409번길 24,경기도 부천시 내동 259-1,,,2010,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정333",1,,경기도 부천시 오정동 400-3,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정27",1,경기도 부천시 상오정로94번길 102,경기도 부천시 오정동614-20,,,,건축물,032-625-7236,경기도 부천시청,2019-09-10
"오정169",1,경기도 부천시 오정로212번길 22,경기도 부천시 오정동 591,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정353",1,,경기도 부천시 부천오정일반산업단지,,,2009,전용주,032-625-7236,경기도 부천시청,2019-09-10
"오정362",1,경기도 부천시 산업로114번길 8-5,경기도 부천시 오정동 746-1,,,2009,전용주,032-625-7236,경기도 부천시청,2019-09-10
"오정172",1,경기도 부천시 오정로212번길 22,경기도 부천시 오정동 591,,,,전용주,032-625-7236,경기도 부천시청,2019-09-10
"오정38",1,경기도 부천시 상오정로94번길 152,경기도 부천시 오정동 612-5,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정동401",1,,경기도 부천시 서울경계,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정473",1,경기도 부천시 대장로 167,경기도 부천시 대장동 221,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정462",1,,경기도 부천시 대장동 228-4,,,2008,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정488",1,경기도 부천시 대장로187번길 10,경기도 부천시 대장동 108,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"소사본2동-015",1,,경기도 부천시 소사본2동 52-6,,,2009,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-028",1,,경기도 부천시 소사본2동 65-20,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-041",1,,경기도 부천시 소사본2동 62-17,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-013",1,,경기도 부천시 소사본2동 52-10 (건물벽면),,,1980,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-072",1,,경기도 부천시 소사본2동 133,,,2008,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-242",1,,경기도 부천시 소사본2동 94-14,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-036",1,경기도 부천시 경인로398번길 18,경기도 부천시 소사본3동 63-7,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-056",1,,경기도 부천시 소사본2동 56-5,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-023",1,,경기도 부천시 소사본2동 65-23(66-48앞),,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-001",1,,경기도 부천시 소사본2동 53 (52-23 옆),,,2002,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-223",1,,경기도 부천시 소사본2동 90-12 (건물옥상),,,1987,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-065",1,,경기도 부천시 소사본2동 56-2,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-102",1,,경기도 부천시 소사본2동 68-57 (여우고개로 옆),,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-110",1,,경기도 부천시 소사본2동 70-24,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-144",1,,경기도 부천시 소사본2동 146-13,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-246",1,,경기도 부천시 소사본2동 66-41,,,2009,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-229",1,,경기도 부천시 소사본2동 93-24,,,,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-114",1,,경기도 부천시 소사본2동 77,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-077",1,,경기도 부천시 소사본2동 128-9 옆,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-019",1,,경기도 부천시 소사본2동 66-11,,,1986,,032-625-6262,경기도 부천시청,2019-09-10
"소사본2동-204",1,,경기도 부천시 소사본2동 115-1,,,,,032-625-6262,경기도 부천시청,2019-09-10
"심곡동 946",1,,경기도 부천시 심곡3동 348-20 삼송연립A동 옥상(동쪽방향위치1개),,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 740",1,경기도 부천시 신흥로59번길 21-1,경기도 부천시 심곡3동 340-10 옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 920",1,,경기도 부천시 심곡3동 359 옥상 위치,,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"심곡동1030",1,경기도 부천시 심중로8번길 11,경기도 부천시 심곡3동 362-25번지 옥상,,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"심곡동855",1,경기도 부천시 장말로293번길 22,경기도 부천시 심곡3동 303번지옥상,,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"심곡동 972",1,경기도 부천시 심중로60번길 24,경기도 부천시 심곡3동 346-3 옥상위치,,,,건축물,032-625-5074,경기도 부천시청,2019-09-10
"오정66",1,,경기도 부천시 내동 597-1,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정184",1,경기도 부천시 부천로476번가길 28,경기도 부천시 오정동 579,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정220",1,경기도 부천시 부천로476번가길 97,경기도 부천시 오정동 544-6,,,,,032-625-7236,경기도 부천시청,2019-09-10
"오정470",1,경기도 부천시 대장로 160-5,경기도 부천시 대장동 218-7,,,,,032-625-7236,경기도 부천시청,2019-09-10
"오정145",1,경기도 부천시 부천로476번길 90,경기도 부천시 오정동 562,,,,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정143",2,경기도 부천시 부천로470번길 91,경기도 부천시 오정동 562-10,,,2009,한전주,032-625-7236,경기도 부천시청,2019-09-10
"오정344",1,,경기도 부천시 부천오정일반산업단지,,,2009,전용주,032-625-7236,경기도 부천시청,2019-09-10
